symbol,current_price,rf_prediction,rf_signal,rf_confidence,price_change_24h,volatility,recommendation,risk_level,train_score,test_score,top_features,data_points,class_distribution,status
ALTUSDT,0.02669,0,HOLD,0.4693753169532343,-1.9110621095185707,1.2026904198183734,持有,LOW,0.959743824336688,0.8357664233576643,"['ma_20', 'ma_50', 'bb_lower']",1367,"{-1: 529, 0: 416, 1: 422}",SUCCESS
ANKRUSDT,0.01451,0,HOLD,0.5799247446139872,-1.4266304347826095,1.2218507394336415,持有,LOW,0.9011893870082343,0.8211678832116789,"['ma_50', 'bb_upper', 'bb_middle']",1367,"{-1: 385, 0: 734, 1: 248}",SUCCESS
ANIMEUSDT,0.01741,-1,SELL,0.8460945456738536,0.6358381502890115,0.7206123489234616,強烈賣出,HIGH,0.9258920402561757,0.7956204379562044,"['bb_upper', 'atr', 'ma_20']",1367,"{-1: 496, 0: 411, 1: 460}",SUCCESS
APEUSDT,0.624,-1,SELL,0.5596080298607105,-1.4062253120556198,0.7472599122207457,賣出,HIGH,0.9213174748398902,0.7226277372262774,"['ma_50', 'ma_20', 'bb_upper']",1367,"{-1: 392, 0: 571, 1: 404}",SUCCESS
APTUSDT,4.6751,0,HOLD,0.433433373108941,-0.7578330644476583,0.9758819396197299,持有,LOW,0.9478499542543458,0.7956204379562044,"['ma_50', 'bb_upper', 'bb_lower']",1367,"{-1: 409, 0: 612, 1: 346}",SUCCESS
API3USDT,0.626,-1,SELL,0.8400696600569644,-2.3553267820932775,1.3929811064852753,強烈賣出,HIGH,0.9524245196706312,0.791970802919708,"['ma_50', 'bb_upper', 'bb_middle']",1367,"{-1: 459, 0: 483, 1: 425}",SUCCESS
ARBUSDT,0.3394,-1,SELL,0.3714449081458717,-3.9071347678369293,1.710030403288433,賣出,HIGH,0.9405306495882891,0.8211678832116789,"['ma_50', 'bb_upper', 'ma_10']",1367,"{-1: 482, 0: 477, 1: 408}",SUCCESS
ARCUSDT,0.02863,-1,SELL,0.6081854963524156,-6.03872661634395,3.7364135440765485,強烈賣出,HIGH,0.9204025617566332,0.8248175182481752,"['ma_50', 'bb_upper', 'bb_middle']",1367,"{-1: 648, 0: 222, 1: 497}",SUCCESS
ARKUSDT,0.3766,0,HOLD,0.4213999980718248,-1.619644723092995,0.8167668229372307,持有,LOW,0.8005489478499542,0.7116788321167883,"['ma_20', 'ma_50', 'bb_lower']",1367,"{-1: 329, 0: 781, 1: 257}",SUCCESS
ARKMUSDT,0.477,-1,SELL,0.5077512605510681,-0.3134796238244517,1.008217775343531,賣出,HIGH,0.9451052150045746,0.8029197080291971,"['ma_50', 'bb_upper', 'ma_5']",1367,"{-1: 499, 0: 441, 1: 427}",SUCCESS
ARUSDT,5.342,-1,SELL,0.7443040303265839,0.0,0.9319784044745113,強烈賣出,HIGH,0.9222323879231473,0.8065693430656934,"['ma_50', 'bb_middle', 'ma_5']",1367,"{-1: 498, 0: 495, 1: 374}",SUCCESS
ARPAUSDT,0.02093,-1,SELL,0.4798253327699151,-3.3702677746998986,1.835608860530539,賣出,HIGH,0.8746569075937786,0.7664233576642335,"['ma_10', 'ma_50', 'ma_5']",1367,"{-1: 418, 0: 615, 1: 334}",SUCCESS
ASRUSDT,2.256,0,HOLD,0.959502624417261,-1.3986013986014,0.8143891399418965,持有,LOW,0.9221902017291066,0.8199233716475096,"['atr', 'ma_50', 'bb_middle']",1302,"{-1: 253, 0: 728, 1: 321}",SUCCESS
ASTRUSDT,0.023544,-1,SELL,0.9142209191495896,-1.266459783611508,0.7157408440116376,強烈賣出,HIGH,0.8334858188472095,0.7481751824817519,"['ma_20', 'bb_middle', 'ma_10']",1367,"{-1: 376, 0: 737, 1: 254}",SUCCESS
ATAUSDT,0.0466,0,HOLD,0.8617345751736321,7.126436781609209,2.842167908930657,持有,LOW,0.9341262580054894,0.7700729927007299,"['ma_20', 'ma_50', 'bb_middle']",1367,"{-1: 407, 0: 559, 1: 401}",SUCCESS
AUSDT,0.49389,0,HOLD,0.5574816856532445,-0.6757164404223287,0.6978498600236759,持有,LOW,0.9629032258064516,0.832258064516129,"['bb_upper', 'ma_50', 'bb_middle']",775,"{-1: 215, 0: 448, 1: 112}",SUCCESS
AVAAIUSDT,0.03079,-1,SELL,0.8326787822277459,1.2495889510029656,2.5695611476299165,強烈賣出,HIGH,0.9011893870082343,0.7627737226277372,"['ma_50', 'bb_upper', 'ma_20']",1367,"{-1: 683, 0: 248, 1: 436}",SUCCESS
AUCTIONUSDT,9.016,-1,SELL,0.7654536775534485,-0.43070127001656217,0.5969665174036018,強烈賣出,HIGH,0.8517840805123513,0.7700729927007299,"['ma_10', 'ma_50', 'ma_20']",1367,"{-1: 377, 0: 723, 1: 267}",SUCCESS
ATOMUSDT,4.135,-1,SELL,0.45348240741830387,-0.8631023735315386,0.6990478053846991,賣出,HIGH,0.8801463860933212,0.8029197080291971,"['ma_50', 'bb_upper', 'bb_lower']",1367,"{-1: 366, 0: 691, 1: 310}",SUCCESS
ATHUSDT,0.02771,-1,SELL,0.38583000832266623,-0.14414414414415078,1.7604643092246721,賣出,HIGH,0.9405306495882891,0.7116788321167883,"['ma_50', 'bb_upper', 'atr']",1367,"{-1: 490, 0: 507, 1: 370}",SUCCESS
AWEUSDT,0.059744,0,HOLD,0.6198326832628871,-8.032388165389007,3.0026789164926475,持有,LOW,0.9602122015915119,0.7566137566137566,"['ma_50', 'ma_10', 'bb_middle']",943,"{-1: 281, 0: 433, 1: 229}",SUCCESS
AVAUSDT,0.5194,-1,SELL,0.7492299254844826,0.7174713980996559,0.7865830541490979,強烈賣出,HIGH,0.909423604757548,0.7992700729927007,"['ma_50', 'bb_upper', 'ma_20']",1367,"{-1: 426, 0: 605, 1: 336}",SUCCESS
AXLUSDT,0.3267,-1,SELL,0.8122571091787978,-0.6084575600851846,0.9825717875738013,強烈賣出,HIGH,0.9332113449222323,0.7408759124087592,"['bb_middle', 'ma_20', 'ma_50']",1367,"{-1: 530, 0: 534, 1: 303}",SUCCESS
AVAXUSDT,18.653,-1,SELL,0.6808687454868498,0.5877911993097401,1.0817039528690988,強烈賣出,HIGH,0.869167429094236,0.7627737226277372,"['ma_50', 'ma_20', 'bb_upper']",1367,"{-1: 436, 0: 596, 1: 335}",SUCCESS
AXSUSDT,2.285,0,HOLD,0.41944383690201315,-1.6358157554885844,1.1427862446020316,持有,LOW,0.9240622140896615,0.8029197080291971,"['bb_upper', 'ma_50', 'ma_20']",1367,"{-1: 411, 0: 588, 1: 368}",SUCCESS
B2USDT,0.4178,0,HOLD,0.8433137068282399,1.580354972039875,0.7898804178793777,持有,LOW,0.928709055876686,0.8269230769230769,"['ma_10', 'ma_50', 'ma_5']",1298,"{-1: 366, 0: 656, 1: 276}",SUCCESS
